"YEAR","NTA2020","Pop1","MaleP","MdAge","Hsp1P","WNHP","BNHP","ANHP","OthNHP","MIncome"
2010,"BK0101",34719,49.91,34,14.69,76.88,1.25,4.86,2.32,54643.97
2011,"BK0101",35145,49.83,34.1,14.77,76.26,1.34,5.05,2.58,59629.57
2012,"BK0101",35571,49.76,34.1,14.84,75.62,1.48,5.2,2.86,63285.25
2013,"BK0101",35997,49.69,34.2,14.91,74.98,1.62,5.35,3.14,66612.28
2014,"BK0101",36423,49.62,34.3,14.98,74.34,1.76,5.5,3.42,68790.8
2015,"BK0101",36850,49.55,34.4,15.05,73.7,1.9,5.65,3.7,73415.59
2016,"BK0101",37276,49.48,34.4,15.12,73.06,2.04,5.8,3.98,76054.06
2017,"BK0101",37702,49.41,34.5,15.19,72.42,2.18,5.95,4.26,88139.5
2018,"BK0101",38128,49.34,34.6,15.26,71.78,2.32,6.1,4.54,93505.14
2019,"BK0101",38554,49.27,34.6,15.33,71.14,2.46,6.25,4.82,97675.55
2020,"BK0101",38980,49.17,34.7,15.41,70.54,2.63,6.35,5.07,98922.6
2010,"BK0102",45774,49.58,30.9,37.72,52.36,3.04,4.87,2.01,44762.95
2011,"BK0102",47641,49.54,31,36.57,52.86,3.06,5.18,2.33,50977.94
2012,"BK0102",49508,49.48,31.2,35.44,53.32,3.12,5.46,2.66,53283.31
2013,"BK0102",51375,49.42,31.3,34.31,53.78,3.18,5.74,2.99,58196.19
2014,"BK0102",53242,49.36,31.5,33.18,54.24,3.24,6.02,3.32,64278.56
2015,"BK0102",55109,49.3,31.6,32.05,54.7,3.3,6.3,3.65,71073.66
2016,"BK0102",56976,49.24,31.7,30.92,55.16,3.36,6.58,3.98,75499.55
2017,"BK0102",58843,49.18,31.9,29.79,55.62,3.42,6.86,4.31,91996.46
2018,"BK0102",60710,49.12,32,28.66,56.08,3.48,7.14,4.64,99758.53
2019,"BK0102",62577,49.06,32.2,27.53,56.54,3.54,7.42,4.97,104665.24
2020,"BK0102",64444,49,32.3,26.4,56.96,3.63,7.72,5.29,120177.98
2010,"BK0103",42241,50.22,18.6,10.13,86.81,2.16,0.18,0.72,21948.47
2011,"BK0103",42787,50.21,18.7,9.96,86.45,2.24,0.26,1.09,23138.91
2012,"BK0103",43333,50.22,18.8,9.82,86.1,2.28,0.32,1.48,20448.23
2013,"BK0103",43880,50.23,18.9,9.68,85.75,2.32,0.38,1.87,20085.5
2014,"BK0103",44426,50.24,19,9.54,85.4,2.36,0.44,2.26,22453.39
2015,"BK0103",44972,50.25,19.1,9.4,85.05,2.4,0.5,2.65,25579.78
2016,"BK0103",45518,50.26,19.1,9.26,84.7,2.44,0.56,3.04,23453.44
2017,"BK0103",46064,50.27,19.2,9.12,84.35,2.48,0.62,3.43,27789.4
2018,"BK0103",46611,50.28,19.3,8.98,84,2.52,0.68,3.82,29048.82
2019,"BK0103",47157,50.29,19.4,8.84,83.65,2.56,0.74,4.21,28482.32
2020,"BK0103",47703,50.32,19.5,8.67,83.25,2.55,0.76,4.77,31847.37
2010,"BK0104",50349,48.21,32.2,40.45,35.71,12.4,9.37,2.07,44523.5
2011,"BK0104",50614,48.14,32.4,39.82,35.97,12.31,9.56,2.34,49554.27
2012,"BK0104",50879,48.08,32.5,39.24,36.24,12.22,9.72,2.58,48485.97
2013,"BK0104",51144,48.02,32.7,38.66,36.51,12.13,9.88,2.82,49751.78
2014,"BK0104",51409,47.96,32.8,38.08,36.78,12.04,10.04,3.06,53793.06
2015,"BK0104",51674,47.9,33,37.5,37.05,11.95,10.2,3.3,55831.97
2016,"BK0104",51938,47.84,33.2,36.92,37.32,11.86,10.36,3.54,58022.7
2017,"BK0104",52203,47.78,33.3,36.34,37.59,11.77,10.52,3.78,64410.95
2018,"BK0104",52468,47.72,33.5,35.76,37.86,11.68,10.68,4.02,67527.32
2019,"BK0104",52733,47.66,33.6,35.18,38.13,11.59,10.84,4.26,75554.59
2020,"BK0104",52998,47.57,33.8,34.57,38.42,11.53,10.98,4.5,68821.43
2010,"BK0201",22887,47.94,37.1,7.32,75.2,5.5,8.75,3.23,108278.57
2011,"BK0201",23108,47.87,37.1,7.35,75.03,5.3,8.83,3.49,115280.53
2012,"BK0201",23328,47.84,37.1,7.4,74.86,5.1,8.86,3.78,106641.69
2013,"BK0201",23549,47.81,37.1,7.45,74.69,4.9,8.89,4.07,106830.62
2014,"BK0201",23769,47.78,37.1,7.5,74.52,4.7,8.92,4.36,106748.21
2015,"BK0201",23990,47.75,37.1,7.55,74.35,4.5,8.95,4.65,104283.56
2016,"BK0201",24210,47.72,37.1,7.6,74.18,4.3,8.98,4.94,113350.04
2017,"BK0201",24431,47.69,37.1,7.65,74.01,4.1,9.01,5.23,134473.08
2018,"BK0201",24651,47.66,37.1,7.7,73.84,3.9,9.04,5.53,140271.45
2019,"BK0201",24872,47.63,37.1,7.75,73.67,3.7,9.07,5.81,138892.41
2020,"BK0201",25092,47.65,37.1,7.82,73.51,3.53,9.09,6.05,153067.57
2010,"BK0202",24605,48.19,34.8,17.81,47.84,20.72,10.15,3.48,85174.88
2011,"BK0202",26241,48.21,34.7,17.38,47.71,20.07,10.95,3.89,86359.3
2012,"BK0202",27878,48.22,34.6,16.96,47.62,19.44,11.8,4.18,95465.48
2013,"BK0202",29514,48.23,34.5,16.54,47.53,18.81,12.65,4.47,104339.18
2014,"BK0202",31150,48.24,34.4,16.12,47.44,18.18,13.5,4.76,109072.02
2015,"BK0202",32786,48.25,34.2,15.7,47.35,17.55,14.35,5.05,112282.57
2016,"BK0202",34423,48.26,34.1,15.28,47.26,16.92,15.2,5.34,120984.23
2017,"BK0202",36059,48.27,34,14.86,47.17,16.29,16.05,5.63,117696.86
2018,"BK0202",37695,48.28,33.9,14.44,47.08,15.66,16.9,5.92,121770.91
2019,"BK0202",39332,48.29,33.8,14.02,46.99,15.03,17.75,6.21,138005.55
2020,"BK0202",40968,48.33,33.7,13.61,46.9,14.41,18.57,6.51,130657.05
2010,"BK0203",26399,45.43,34.3,18.29,28.4,42.08,7.29,3.95,57150.52
2011,"BK0203",27053,45.49,34.4,18.17,29.01,40.89,7.76,4.17,62090.53
2012,"BK0203",27707,45.58,34.6,18.04,29.62,39.68,8.22,4.44,61070.61
2013,"BK0203",28361,45.67,34.7,17.91,30.23,38.47,8.68,4.71,61893.2
2014,"BK0203",29015,45.76,34.9,17.78,30.84,37.26,9.14,4.98,63149.07
2015,"BK0203",29668,45.85,35,17.65,31.45,36.05,9.6,5.25,62562.42
2016,"BK0203",30322,45.94,35.1,17.52,32.06,34.84,10.06,5.52,64478.66
2017,"BK0203",30976,46.03,35.3,17.39,32.67,33.63,10.52,5.79,81245.67
2018,"BK0203",31630,46.12,35.4,17.26,33.28,32.42,10.98,6.06,85784.93
2019,"BK0203",32284,46.21,35.6,17.13,33.89,31.21,11.44,6.33,82541.59
2020,"BK0203",32938,46.33,35.7,17.02,34.47,30.04,11.89,6.58,95998.76
2010,"BK0204",24014,44.63,34,12.38,37.61,40,5.68,4.33,56951.54
2011,"BK0204",24477,44.59,34,12.37,38.32,38.64,6.08,4.59,58637.28
2012,"BK0204",24941,44.58,34.1,12.34,39.04,37.28,6.46,4.88,65245.4
2013,"BK0204",25404,44.57,34.1,12.31,39.76,35.92,6.84,5.17,67431.77
2014,"BK0204",25867,44.56,34.1,12.28,40.48,34.56,7.22,5.46,71508.36
2015,"BK0204",26331,44.55,34.1,12.25,41.2,33.2,7.6,5.75,74563.63
2016,"BK0204",26794,44.54,34.2,12.22,41.92,31.84,7.98,6.04,77339.65
2017,"BK0204",27257,44.53,34.2,12.19,42.64,30.48,8.36,6.33,87456.09
2018,"BK0204",27720,44.52,34.2,12.16,43.36,29.12,8.74,6.62,92375.25
2019,"BK0204",28184,44.51,34.3,12.13,44.08,27.76,9.12,6.91,95469.94
2020,"BK0204",28647,44.48,34.3,12.09,44.84,26.44,9.47,7.16,96882.1
2010,"BK0261",7,57.14,18.5,0,100,0,0,0,31591
2011,"BK0261",7,57.14,20.4,14.29,85.71,0,0,0,65547
2012,"BK0261",7,42.86,22.3,14.29,85.71,0,0,0,67000
2013,"BK0261",6,33.33,24.2,16.67,83.33,0,0,0,77396
2014,"BK0261",6,33.33,26.1,33.33,66.67,0,0,0,81583
2015,"BK0261",6,33.33,28,33.33,66.67,0,0,0,92500
2016,"BK0261",6,16.67,29.9,50,50,0,0,0,119250
2017,"BK0261",6,16.67,31.8,50,50,0,0,0,91254.36
2018,"BK0261",5,20,33.7,60,40,0,0,0,95751.11
2019,"BK0261",5,0,35.6,80,20,0,0,0,116875
2020,"BK0261",5,0,37.5,80,20,0,0,0,0
2010,"BK0301",74491,46.82,30.5,21.44,17.85,55.45,2.69,2.57,36228.86
2011,"BK0301",75961,46.82,30.6,21.13,19.55,53.4,2.95,2.97,38690.57
2012,"BK0301",77431,46.84,30.6,20.86,21.3,51.3,3.2,3.34,40267.35
2013,"BK0301",78900,46.86,30.7,20.59,23.05,49.2,3.45,3.71,41970.38
2014,"BK0301",80370,46.88,30.7,20.32,24.8,47.1,3.7,4.08,42923.23
2015,"BK0301",81840,46.9,30.8,20.05,26.55,45,3.95,4.45,42858.1
2016,"BK0301",83310,46.92,30.9,19.78,28.3,42.9,4.2,4.82,45755.53
2017,"BK0301",84780,46.94,30.9,19.51,30.05,40.8,4.45,5.19,55779.89
2018,"BK0301",86249,46.96,31,19.24,31.8,38.7,4.7,5.56,59230.22
2019,"BK0301",87719,46.98,31,18.97,33.55,36.6,4.95,5.93,59266.05
2020,"BK0301",89189,47.05,31.1,18.65,35.3,34.54,5.2,6.31,64648.86
2010,"BK0302",77089,45.25,33.2,18.47,3.47,74.11,1.78,2.16,35509.93
2011,"BK0302",77845,45.38,33.2,18.54,4.87,72.07,2.01,2.51,35727.96
2012,"BK0302",78602,45.46,33.3,18.58,6.24,70.04,2.22,2.92,37599.35
2013,"BK0302",79358,45.54,33.3,18.62,7.61,68.01,2.43,3.33,37483.73
2014,"BK0302",80115,45.62,33.3,18.66,8.98,65.98,2.64,3.74,38328.15
2015,"BK0302",80871,45.7,33.4,18.7,10.35,63.95,2.85,4.15,39542.05
2016,"BK0302",81627,45.78,33.4,18.74,11.72,61.92,3.06,4.56,41882.6
2017,"BK0302",82384,45.86,33.4,18.78,13.09,59.89,3.27,4.97,50935.52
2018,"BK0302",83140,45.94,33.4,18.82,14.46,57.86,3.48,5.38,53945.51
2019,"BK0302",83897,46.02,33.5,18.86,15.83,55.83,3.69,5.79,54885.23
2020,"BK0302",84653,46.12,33.5,18.9,17.23,53.85,3.91,6.11,61777.9
2010,"BK0401",53577,51.82,29.3,71.8,13.11,6.74,6.56,1.79,35942.5
2011,"BK0401",54088,51.6,29.4,69.91,14.59,6.72,6.7,2.08,38392.93
2012,"BK0401",54600,51.4,29.6,68.02,16.08,6.74,6.8,2.36,39428
2013,"BK0401",55112,51.2,29.8,66.13,17.57,6.76,6.9,2.64,42489.71
2014,"BK0401",55623,51,29.9,64.24,19.06,6.78,7,2.92,44070.98
2015,"BK0401",56134,50.8,30.1,62.35,20.55,6.8,7.1,3.2,44897.78
2016,"BK0401",56646,50.6,30.2,60.46,22.04,6.82,7.2,3.48,48383.72
2017,"BK0401",57158,50.4,30.4,58.57,23.53,6.84,7.3,3.76,58660.02
2018,"BK0401",57669,50.2,30.5,56.68,25.02,6.86,7.4,4.04,62682.17
2019,"BK0401",58181,50,30.7,54.79,26.51,6.88,7.5,4.32,60468.25
2020,"BK0401",58692,49.77,30.8,52.93,28.02,6.91,7.6,4.55,68934.63
2010,"BK0402",59043,47.76,30.8,59.51,4.3,32.31,2.13,1.75,33669.77
2011,"BK0402",59344,47.83,30.9,58.48,5.71,31.34,2.36,2.11,33169.19
2012,"BK0402",59644,47.86,31,57.46,7.12,30.38,2.62,2.42,34127.97
2013,"BK0402",59945,47.89,31.1,56.44,8.53,29.42,2.88,2.73,36922.04
2014,"BK0402",60245,47.92,31.2,55.42,9.94,28.46,3.14,3.04,37269.74
2015,"BK0402",60546,47.95,31.3,54.4,11.35,27.5,3.4,3.35,36895.27
2016,"BK0402",60847,47.98,31.5,53.38,12.76,26.54,3.66,3.66,39497.84
2017,"BK0402",61147,48.01,31.6,52.36,14.17,25.58,3.92,3.97,47495.75
2018,"BK0402",61448,48.04,31.7,51.34,15.58,24.62,4.18,4.28,50205.14
2019,"BK0402",61748,48.07,31.8,50.32,16.99,23.66,4.44,4.59,51719.92
2020,"BK0402",62049,48.07,31.9,49.25,18.43,22.74,4.74,4.83,55828.66
2010,"BK0471",14,28.57,22,57.14,28.57,14.29,0,0,0
2011,"BK0471",13,30.77,21.6,53.85,30.77,15.38,0,0,0
2012,"BK0471",12,33.33,21.2,50,25,8.33,0,16.67,0
2013,"BK0471",12,33.33,20.8,50,25,8.33,0,16.67,0
2014,"BK0471",11,36.36,20.4,45.45,27.27,9.09,0,18.18,0
2015,"BK0471",10,40,20,50,20,10,0,20,0
2016,"BK0471",9,44.44,19.6,44.44,22.22,11.11,0,22.22,0
2017,"BK0471",8,37.5,19.2,37.5,25,0,0,37.5,0
2018,"BK0471",8,50,18.8,37.5,25,0,0,37.5,0
2019,"BK0471",7,42.86,18.4,28.57,14.29,0,0,57.14,0
2020,"BK0471",6,50,18,33.33,16.67,0,0,50,0
2010,"BK0501",41513,48.45,31.2,66.07,2.87,19.53,6.08,5.46,40320.66
2011,"BK0501",41687,48.51,31.6,66.29,2.88,19.17,6.11,5.55,40991.96
2012,"BK0501",41862,48.52,31.9,66.48,2.86,18.84,6.12,5.7,40958.8
2013,"BK0501",42036,48.53,32.3,66.67,2.84,18.51,6.13,5.85,40141.98
2014,"BK0501",42210,48.54,32.7,66.86,2.82,18.18,6.14,6,40325.19
2015,"BK0501",42384,48.55,33.1,67.05,2.8,17.85,6.15,6.15,43114.66
2016,"BK0501",42559,48.56,33.4,67.24,2.78,17.52,6.16,6.3,46779.09
2017,"BK0501",42733,48.57,33.8,67.43,2.76,17.19,6.17,6.45,50282.38
2018,"BK0501",42907,48.58,34.2,67.62,2.74,16.86,6.18,6.6,52287.53
2019,"BK0501",43082,48.59,34.5,67.81,2.72,16.53,6.19,6.75,54963.06
2020,"BK0501",43256,48.61,34.9,68.02,2.7,16.16,6.23,6.88,52646.55
2010,"BK0502",39109,45.7,29.4,36.34,1.16,58.74,1.66,2.1,29457.24
2011,"BK0502",39480,45.8,29.8,36.46,1.29,57.78,1.93,2.54,28932.16
2012,"BK0502",39851,45.9,30.3,36.62,1.38,56.86,2.16,2.98,28200.39
2013,"BK0502",40222,46,30.7,36.78,1.47,55.94,2.39,3.42,29566.41
2014,"BK0502",40593,46.1,31.2,36.94,1.56,55.02,2.62,3.86,30325.38
2015,"BK0502",40964,46.2,31.6,37.1,1.65,54.1,2.85,4.3,32077.41
2016,"BK0502",41334,46.3,32,37.26,1.74,53.18,3.08,4.74,33395.52
2017,"BK0502",41705,46.4,32.5,37.42,1.83,52.26,3.31,5.18,39498.74
2018,"BK0502",42076,46.5,32.9,37.58,1.92,51.34,3.54,5.62,41684.28
2019,"BK0502",42447,46.6,33.4,37.74,2.01,50.42,3.77,6.06,40629.7
2020,"BK0502",42818,46.68,33.8,37.89,2.06,49.47,3.99,6.6,44039.48
2010,"BK0503",47563,43.93,32.7,20.51,1.08,76.13,0.46,1.81,37663.3
2011,"BK0503",48107,44.03,33,20.62,1.18,75.38,0.57,2.25,38413.27
2012,"BK0503",48651,44.16,33.4,20.74,1.26,74.66,0.64,2.7,36803.29
2013,"BK0503",49195,44.29,33.7,20.86,1.34,73.94,0.71,3.15,36807.24
2014,"BK0503",49739,44.42,34.1,20.98,1.42,73.22,0.78,3.6,36112.23
2015,"BK0503",50283,44.55,34.4,21.1,1.5,72.5,0.85,4.05,35668.86
2016,"BK0503",50828,44.68,34.8,21.22,1.58,71.78,0.92,4.5,37340.75
2017,"BK0503",51372,44.81,35.1,21.34,1.66,71.06,0.99,4.95,41984.38
2018,"BK0503",51916,44.94,35.5,21.46,1.74,70.34,1.06,5.4,43155.43
2019,"BK0503",52460,45.07,35.8,21.58,1.82,69.62,1.13,5.85,38623.84
2020,"BK0503",53004,45.19,36.2,21.73,1.85,68.92,1.2,6.3,43892.41
2010,"BK0504",13676,38.87,44.3,17.78,24.09,53.42,2.85,1.86,24879.66
2011,"BK0504",14012,38.92,44.4,17.98,23.21,53.85,2.86,2.11,23104.2
2012,"BK0504",14348,38.94,44.4,18.16,22.32,54.3,2.82,2.4,24846.47
2013,"BK0504",14685,38.96,44.5,18.34,21.43,54.75,2.78,2.7,26448.93
2014,"BK0504",15021,38.98,44.5,18.52,20.54,55.2,2.74,3,27633.1
2015,"BK0504",15357,39,44.6,18.7,19.65,55.65,2.7,3.29,26404.57
2016,"BK0504",15693,39.02,44.7,18.88,18.76,56.1,2.66,3.6,24285.75
2017,"BK0504",16029,39.04,44.7,19.06,17.87,56.55,2.62,3.91,29245.76
2018,"BK0504",16366,39.06,44.8,19.24,16.98,57,2.58,4.2,30187.45
2019,"BK0504",16702,39.08,44.8,19.42,16.09,57.45,2.54,4.5,29076.57
2020,"BK0504",17038,39.12,44.9,19.63,15.23,57.95,2.49,4.71,29137.55
2010,"BK0505",42017,46.52,30.3,31.78,1.91,48.92,12.44,4.95,30582.29
2011,"BK0505",42371,46.53,30.7,31.55,1.89,48.07,13.21,5.28,30093
2012,"BK0505",42725,46.56,31.1,31.3,1.88,47.24,14.02,5.56,30521.48
2013,"BK0505",43080,46.59,31.5,31.05,1.87,46.41,14.83,5.84,30470.59
2014,"BK0505",43434,46.62,31.9,30.8,1.86,45.58,15.64,6.12,30092.47
2015,"BK0505",43788,46.65,32.3,30.55,1.85,44.75,16.45,6.4,31369.8
2016,"BK0505",44142,46.68,32.7,30.3,1.84,43.92,17.26,6.68,32878.25
2017,"BK0505",44496,46.71,33.1,30.05,1.83,43.09,18.07,6.96,36935.39
2018,"BK0505",44851,46.74,33.5,29.8,1.82,42.26,18.88,7.24,38358.25
2019,"BK0505",45205,46.77,33.9,29.55,1.81,41.43,19.69,7.52,36874.4
2020,"BK0505",45559,46.85,34.3,29.35,1.77,40.62,20.49,7.77,42068.32
2010,"BK0571",6,66.67,30,0,0,83.33,0,16.67,0
2011,"BK0571",6,66.67,28.2,0,0,66.67,0,33.33,0
2012,"BK0571",6,66.67,26.5,16.67,0,66.67,0,16.67,0
2013,"BK0571",6,66.67,24.7,16.67,0,50,0,33.33,0
2014,"BK0571",6,66.67,23,33.33,0,50,0,16.67,0
2015,"BK0571",6,66.67,21.2,33.33,0,33.33,0,33.33,0
2016,"BK0571",7,71.43,19.5,42.86,0,28.57,0,28.57,0
2017,"BK0571",7,71.43,18,42.86,0,28.57,0,28.57,0
2018,"BK0571",7,71.43,18,57.14,0,14.29,0,28.57,0
2019,"BK0571",7,71.43,18,57.14,0,14.29,0,28.57,0
2020,"BK0571",7,71.43,18,71.43,0,0,0,28.57,0
2010,"BK0601",53756,46.67,34.8,24.37,53.74,14.28,4.69,2.92,69973.77
2011,"BK0601",54297,46.72,35,24,53.8,14.1,4.89,3.21,72945.64
2012,"BK0601",54838,46.74,35.1,23.6,53.9,13.9,5.08,3.52,72489.29
2013,"BK0601",55379,46.76,35.3,23.2,54,13.7,5.27,3.83,79323.95
2014,"BK0601",55920,46.78,35.5,22.8,54.1,13.5,5.46,4.14,86885.86
2015,"BK0601",56461,46.8,35.6,22.4,54.2,13.3,5.65,4.45,92266.8
2016,"BK0601",57002,46.82,35.8,22,54.3,13.1,5.84,4.76,91846.34
2017,"BK0601",57543,46.84,36,21.6,54.4,12.9,6.03,5.07,102385.76
2018,"BK0601",58084,46.86,36.2,21.2,54.5,12.7,6.22,5.38,107729.57
2019,"BK0601",58625,46.88,36.3,20.8,54.6,12.5,6.41,5.69,108935.95
2020,"BK0601",59166,46.95,36.5,20.35,54.66,12.3,6.63,6.05,114809.39
2010,"BK0602",53502,47.06,35.7,12.67,70.86,6.86,5.87,3.74,96740.73
2011,"BK0602",53892,47.1,35.8,12.6,70.55,6.8,6.12,3.93,103134.3
2012,"BK0602",54283,47.1,35.9,12.5,70.2,6.7,6.34,4.26,106427.6
2013,"BK0602",54673,47.1,36,12.4,69.85,6.6,6.56,4.59,107550.59
2014,"BK0602",55063,47.1,36.1,12.3,69.5,6.5,6.78,4.92,109474.58
2015,"BK0602",55454,47.1,36.2,12.2,69.15,6.4,7,5.25,115904.38
2016,"BK0602",55844,47.1,36.2,12.1,68.8,6.3,7.22,5.58,123468.25
2017,"BK0602",56234,47.1,36.3,12,68.45,6.2,7.44,5.91,139559.26
2018,"BK0602",56624,47.1,36.4,11.9,68.1,6.1,7.66,6.24,146896.77
2019,"BK0602",57015,47.1,36.5,11.8,67.75,6,7.88,6.57,150941.47
2020,"BK0602",57405,47.05,36.6,11.67,67.36,5.86,8.08,7.02,155120.65
2010,"BK0701",22554,46.68,36.3,16.91,66.9,4.98,7.92,3.29,81385.63
2011,"BK0701",22661,46.73,36.6,16.66,66.76,4.87,8.04,3.67,82114.16
2012,"BK0701",22768,46.76,36.8,16.42,66.62,4.74,8.18,4.04,86077.09
2013,"BK0701",22874,46.79,37.1,16.18,66.48,4.61,8.32,4.41,83809.63
2014,"BK0701",22981,46.82,37.4,15.94,66.34,4.48,8.46,4.78,86601.19
2015,"BK0701",23088,46.85,37.7,15.7,66.2,4.35,8.6,5.15,89466.11
2016,"BK0701",23195,46.88,37.9,15.46,66.06,4.22,8.74,5.52,101255.83
2017,"BK0701",23302,46.91,38.2,15.22,65.92,4.09,8.88,5.89,106620.51
2018,"BK0701",23408,46.94,38.5,14.98,65.78,3.96,9.02,6.26,111233.97
2019,"BK0701",23515,46.97,38.7,14.74,65.64,3.83,9.16,6.63,119314.48
2020,"BK0701",23622,46.99,39,14.52,65.46,3.71,9.31,7,118217.07
2010,"BK0702",52189,53.02,31.8,65.71,18.2,3.94,10.36,1.78,41757.36
2011,"BK0702",52417,53,32.1,64.75,18.6,4.01,10.67,1.97,42121.42
2012,"BK0702",52646,53,32.4,63.8,19,4.12,10.94,2.14,44477.47
2013,"BK0702",52874,53,32.7,62.85,19.4,4.23,11.21,2.31,46073.63
2014,"BK0702",53103,53,33,61.9,19.8,4.34,11.48,2.48,47882
2015,"BK0702",53331,53,33.4,60.95,20.2,4.45,11.75,2.65,49877.65
2016,"BK0702",53559,53,33.7,60,20.6,4.56,12.02,2.82,53866.36
2017,"BK0702",53788,53,34,59.05,21,4.67,12.29,2.99,60265.21
2018,"BK0702",54016,53,34.3,58.1,21.4,4.78,12.56,3.16,63593.05
2019,"BK0702",54245,53,34.6,57.15,21.8,4.89,12.83,3.33,61018.33
2020,"BK0702",54473,52.97,34.9,56.24,22.16,5.03,13.11,3.46,71424.51
2010,"BK0703",51806,50.53,31.7,36.84,9.85,1.06,50.84,1.41,38547.37
2011,"BK0703",52186,50.47,32,36.4,9.63,1.1,51.37,1.5,36835.06
2012,"BK0703",52566,50.44,32.3,36,9.46,1.1,51.94,1.5,37658.32
2013,"BK0703",52946,50.41,32.6,35.6,9.29,1.1,52.51,1.5,36298.84
2014,"BK0703",53326,50.38,32.9,35.2,9.12,1.1,53.08,1.5,34704.59
2015,"BK0703",53706,50.35,33.2,34.8,8.95,1.1,53.65,1.5,37302
2016,"BK0703",54086,50.32,33.5,34.4,8.78,1.1,54.22,1.5,40059.02
2017,"BK0703",54466,50.29,33.8,34,8.61,1.1,54.79,1.5,47503.84
2018,"BK0703",54846,50.26,34.1,33.6,8.44,1.1,55.36,1.5,49763.26
2019,"BK0703",55226,50.23,34.4,33.2,8.27,1.1,55.93,1.5,52161.45
2020,"BK0703",55606,50.23,34.7,32.78,8.11,1.1,56.55,1.47,58805.27
2010,"BK0771",5,60,52.5,40,60,0,0,0,56555.44
2011,"BK0771",5,60,51,40,60,0,0,0,56030.48
2012,"BK0771",5,60,49.5,40,40,0,0,20,57038.9
2013,"BK0771",5,60,48,40,40,0,20,0,0
2014,"BK0771",5,60,46.5,40,40,0,20,0,0
2015,"BK0771",5,80,45,40,40,0,20,0,0
2016,"BK0771",5,80,43.5,40,20,0,20,20,0
2017,"BK0771",5,80,42,40,20,0,20,20,74684.03
2018,"BK0771",5,80,40.5,40,20,0,40,0,78360.66
2019,"BK0771",5,80,39,40,0,0,40,20,0
2020,"BK0771",5,80,37.5,40,0,0,40,20,0
2010,"BK0801",19849,46.54,34.8,11.46,47.15,30.12,6.63,4.63,77827.06
2011,"BK0801",20216,46.45,34.9,11.39,47.87,29.01,6.81,4.92,80967.91
2012,"BK0801",20582,46.4,35,11.28,48.54,27.92,7.02,5.24,79970.82
2013,"BK0801",20949,46.35,35.1,11.17,49.21,26.83,7.23,5.56,83330.25
2014,"BK0801",21315,46.3,35.2,11.06,49.88,25.74,7.44,5.88,84745.48
2015,"BK0801",21682,46.25,35.3,10.95,50.55,24.65,7.65,6.2,85255.73
2016,"BK0801",22049,46.2,35.3,10.84,51.22,23.56,7.86,6.52,87767.85
2017,"BK0801",22415,46.15,35.4,10.73,51.89,22.47,8.07,6.84,108088.32
2018,"BK0801",22782,46.1,35.5,10.62,52.56,21.38,8.28,7.16,113963.12
2019,"BK0801",23148,46.05,35.6,10.51,53.23,20.29,8.49,7.48,113587.15
2020,"BK0801",23515,46.03,35.7,10.4,53.89,19.22,8.68,7.81,127598.37
2010,"BK0802",76961,44.75,33.2,12.02,9.17,74.3,1.86,2.65,34115.44
2011,"BK0802",77792,44.71,33.2,12.18,10.48,72.17,2.12,3.05,35807.07
2012,"BK0802",78624,44.72,33.3,12.36,11.76,70.04,2.34,3.5,37096.07
2013,"BK0802",79455,44.73,33.3,12.54,13.04,67.91,2.56,3.95,37157.97
2014,"BK0802",80287,44.74,33.4,12.72,14.32,65.78,2.78,4.4,40688.52
2015,"BK0802",81118,44.75,33.4,12.9,15.6,63.65,3,4.85,44760.33
2016,"BK0802",81949,44.76,33.4,13.08,16.88,61.52,3.22,5.3,44891.64
2017,"BK0802",82781,44.77,33.5,13.26,18.16,59.39,3.44,5.75,51708.18
2018,"BK0802",83612,44.78,33.5,13.44,19.44,57.26,3.66,6.2,54770.81
2019,"BK0802",84444,44.79,33.6,13.62,20.72,55.13,3.88,6.65,53217.87
2020,"BK0802",85275,44.84,33.6,13.76,22.02,53.02,4.06,7.14,58122.37
2010,"BK0891",0,0,0,0,0,0,0,0,0
2011,"BK0891",2,0,18,0,0,0,0,100,0
2012,"BK0891",3,0,18,0,0,0,0,100,0
2013,"BK0891",4,0,18,25,0,0,0,75,0
2014,"BK0891",6,16.67,18,16.67,0,0,0,83.33,0
2015,"BK0891",8,25,18,25,12.5,12.5,0,50,0
2016,"BK0891",9,22.22,18,33.33,11.11,11.11,0,44.44,0
2017,"BK0891",11,27.27,18,36.36,18.18,18.18,0,27.27,0
2018,"BK0891",12,33.33,19.4,33.33,16.67,16.67,0,33.33,0
2019,"BK0891",14,35.71,21.8,42.86,21.43,21.43,0,14.29,0
2020,"BK0891",15,40,24.2,46.67,20,20,0,13.33,0
2010,"BK0901",50405,45.8,32.8,8.94,25.47,62.88,0.64,2.07,37678.66
2011,"BK0901",50423,45.81,32.9,9,26.13,61.53,0.72,2.62,35999.06
2012,"BK0901",50442,45.82,33,9.1,26.76,60.16,0.84,3.14,37957.98
2013,"BK0901",50460,45.83,33.1,9.2,27.39,58.79,0.96,3.66,40297.42
2014,"BK0901",50479,45.84,33.2,9.3,28.02,57.42,1.08,4.18,40927.12
2015,"BK0901",50497,45.85,33.2,9.4,28.65,56.05,1.2,4.7,43307.36
2016,"BK0901",50516,45.86,33.3,9.5,29.28,54.68,1.32,5.22,46339.47
2017,"BK0901",50534,45.87,33.4,9.6,29.91,53.31,1.44,5.74,51838.31
